"","site","date","tree.number","tree.ID","tree.type","tree.species","tree.latin","genus","tree.size","sapsucker.holes","notes"
"385","EG","1/21/2015",18,"Eastgate.18","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"386","EG","1/21/2015",19,"Eastgate.19","broadleaf","pacific.madrone","arbutus.menziesii","arbutus.sp","M","none",""
"387","EG","1/21/2015",20,"Eastgate.20","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"388","EG","1/21/2015",21,"Eastgate.21","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"389","EG","1/21/2015",22,"Eastgate.22","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"390","EG","1/21/2015",23,"Eastgate.23","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"391","EG","1/21/2015",24,"Eastgate.24","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"392","EG","1/21/2015",25,"Eastgate.25","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","pileated woodpecker holes"
"393","EG","1/21/2015",26,"Eastgate.26","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"394","EG","1/21/2015",27,"Eastgate.27","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"395","EG","1/21/2015",28,"Eastgate.28","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"396","EG","1/21/2015",29,"Eastgate.29","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"397","EG","1/21/2015",30,"Eastgate.30","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"398","EG","1/21/2015",31,"Eastgate.31","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"399","EG","1/21/2015",32,"Eastgate.32","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"400","EG","1/21/2015",33,"Eastgate.33","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"401","EG","1/21/2015",34,"Eastgate.34","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"402","EG","1/21/2015",35,"Eastgate.35","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"403","EG","1/21/2015",36,"Eastgate.36","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"404","EG","1/21/2015",37,"Eastgate.37","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"405","EG","1/21/2015",38,"Eastgate.38","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"406","EG","1/21/2015",39,"Eastgate.39","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"407","EG","1/21/2015",40,"Eastgate.40","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","vertical line of holes? Vertical slits is what I wrote"
"408","EG","1/21/2015",41,"Eastgate.41","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"409","EG","1/21/2015",42,"Eastgate.42","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"410","EG","1/21/2015",43,"Eastgate.43","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"411","EG","1/21/2015",44,"Eastgate.44","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"412","EG","1/21/2015",45,"Eastgate.45","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"413","EG","1/21/2015",46,"Eastgate.46","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"414","EG","1/21/2015",47,"Eastgate.47","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"415","EG","1/21/2015",48,"Eastgate.48","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"416","EG","1/21/2015",49,"Eastgate.49","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"417","EG","1/21/2015",50,"Eastgate.50","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"418","EG","1/21/2015",51,"Eastgate.51","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"419","EG","1/21/2015",52,"Eastgate.52","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"420","EG","1/21/2015",53,"Eastgate.53","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"421","EG","1/21/2015",54,"Eastgate.54","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"422","EG","1/21/2015",55,"Eastgate.55","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"423","EG","1/21/2015",56,"Eastgate.56","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"424","EG","1/21/2015",57,"Eastgate.57","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"425","EG","1/21/2015",58,"Eastgate.58","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"426","EG","1/21/2015",59,"Eastgate.59","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"427","EG","1/21/2015",60,"Eastgate.60","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"428","EG","1/21/2015",61,"Eastgate.61","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"429","EG","1/21/2015",62,"Eastgate.62","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"430","EG","1/21/2015",63,"Eastgate.63","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"431","EG","2/3/2015",64,"Eastgate.64","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"432","EG","2/3/2015",65,"Eastgate.65","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"433","EG","2/3/2015",66,"Eastgate.66","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"434","EG","2/3/2015",67,"Eastgate.67","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"435","EG","2/3/2015",68,"Eastgate.68","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"436","EG","2/3/2015",69,"Eastgate.69","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"437","EG","2/3/2015",70,"Eastgate.70","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"438","EG","2/3/2015",71,"Eastgate.71","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"439","EG","2/3/2015",73,"Eastgate.73","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","many",""
"440","EG","2/3/2015",74,"Eastgate.74","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"441","EG","2/3/2015",75,"Eastgate.75","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"442","EG","2/3/2015",76,"Eastgate.76","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"443","EG","2/3/2015",77,"Eastgate.77","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"444","EG","2/3/2015",78,"Eastgate.78","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"445","EG","2/3/2015",79,"Eastgate.79","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","S","none",""
"446","EG","2/3/2015",80,"Eastgate.80","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"447","EG","2/3/2015",81,"Eastgate.81","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"448","EG","2/3/2015",82,"Eastgate.82","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"449","EG","2/3/2015",83,"Eastgate.83","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"450","EG","2/3/2015",84,"Eastgate.84","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"451","EG","2/3/2015",85,"Eastgate.85","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"452","EG","2/3/2015",86,"Eastgate.86","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"453","EG","2/3/2015",87,"Eastgate.87","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"454","EG","2/3/2015",88,"Eastgate.88","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"455","EG","2/3/2015",89,"Eastgate.89","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"456","EG","2/3/2015",90,"Eastgate.90","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"457","EG","2/3/2015",91,"Eastgate.91","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"458","EG","2/3/2015",92,"Eastgate.92","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"459","EG","2/3/2015",93,"Eastgate.93","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"460","EG","2/3/2015",94,"Eastgate.94","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"461","EG","2/3/2015",95,"Eastgate.95","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"462","EG","2/3/2015",96,"Eastgate.96","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"463","EG","2/3/2015",97,"Eastgate.97","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"464","EG","2/3/2015",98,"Eastgate.98","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"465","EG","2/3/2015",99,"Eastgate.99","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"466","EG","2/3/2015",100,"Eastgate.100","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"467","EG","2/3/2015",101,"Eastgate.101","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","unknown","ivy"
"468","EG","2/3/2015",102,"Eastgate.102","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","some ivy"
"469","EG","2/3/2015",103,"Eastgate.103","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"470","EG","2/3/2015",104,"Eastgate.104","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","unknown","ivy"
"471","EG","2/3/2015",105,"Eastgate.105","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"472","EG","2/3/2015",106,"Eastgate.106","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none","thuja plicata 'Atrovirens'"
"473","EG","2/3/2015",107,"Eastgate.107","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none","thuja plicata 'Atrovirens'"
"474","EG","2/3/2015",108,"Eastgate.108","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none","thuja plicata 'Atrovirens'"
"475","EG","2/3/2015",109,"Eastgate.109","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none","thuja plicata 'Atrovirens'"
"476","EG","2/3/2015",110,"Eastgate.110","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none","thuja plicata 'Atrovirens'"
"477","EG","2/3/2015",111,"Eastgate.111","conifer","weeping.serbian.spruce","picea.omorika","picea.sp","S","unknown","foliage; var. pendula"
"478","EG","2/3/2015",112,"Eastgate.112","conifer","weeping.serbian.spruce","picea.omorika","picea.sp","S","unknown","foliage"
"479","EG","2/3/2015",113,"Eastgate.113","conifer","weeping.serbian.spruce","picea.omorika","picea.sp","S","unknown","foliage"
"480","EG","2/3/2015",114,"Eastgate.114","conifer","weeping.serbian.spruce","picea.omorika","picea.sp","S","unknown","foliage"
"481","EG","2/3/2015",115,"Eastgate.115","conifer","weeping.serbian.spruce","picea.omorika","picea.sp","S","unknown","foliage"
"482","EG","2/3/2015",116,"Eastgate.116","conifer","weeping.serbian.spruce","picea.omorika","picea.sp","S","unknown","foliage"
"483","EG","2/3/2015",117,"Eastgate.117","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"484","EG","2/3/2015",118,"Eastgate.118","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"485","EG","2/3/2015",119,"Eastgate.119","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"486","EG","2/3/2015",120,"Eastgate.120","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"487","EG","2/3/2015",121,"Eastgate.121","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"488","EG","2/3/2015",122,"Eastgate.122","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"489","EG","2/3/2015",123,"Eastgate.123","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"490","EG","2/3/2015",124,"Eastgate.124","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"491","EG","2/3/2015",125,"Eastgate.125","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"492","EG","2/3/2015",126,"Eastgate.126","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"493","EG","2/3/2015",127,"Eastgate.127","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"494","EG","2/3/2015",128,"Eastgate.128","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"495","EG","2/3/2015",129,"Eastgate.129","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none","technically acer truncatum x platanoides"
"496","EG","2/3/2015",130,"Eastgate.130","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none","acer truncatum x platanoides"
"497","EG","2/3/2015",131,"Eastgate.131","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none","acer truncatum x platanoides"
"498","EG","2/3/2015",132,"Eastgate.132","broadleaf","norway.maple","acer.platanoides","acer.sp","S","few","acer truncatum x platanoides"
"499","EG","2/3/2015",133,"Eastgate.133","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"500","EG","2/3/2015",134,"Eastgate.134","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"501","EG","2/3/2015",135,"Eastgate.135","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"502","EG","2/3/2015",136,"Eastgate.136","broadleaf","pacific.madrone","arbutus.menziesii","arbutus.sp","M","none",""
"503","EG","2/3/2015",137,"Eastgate.137","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"504","EG","2/3/2015",138,"Eastgate.138","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"505","EG","2/3/2015",139,"Eastgate.139","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"506","EG","2/3/2015",140,"Eastgate.140","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"507","EG","2/3/2015",141,"Eastgate.141","broadleaf","pacific.madrone","arbutus.menziesii","arbutus.sp","M","none",""
"508","EG","2/3/2015",142,"Eastgate.142","broadleaf","pacific.madrone","arbutus.menziesii","arbutus.sp","S","none",""
"509","EG","2/3/2015",143,"Eastgate.143","broadleaf","pacific.madrone","arbutus.menziesii","arbutus.sp","S","none",""
"510","EG","2/3/2015",144,"Eastgate.144","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"511","EG","2/3/2015",145,"Eastgate.145","broadleaf","pacific.madrone","arbutus.menziesii","arbutus.sp","M","none",""
"512","EG","2/3/2015",146,"Eastgate.146","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"513","EG","2/3/2015",147,"Eastgate.147","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"514","EG","2/3/2015",148,"Eastgate.148","broadleaf","red.alder","alnus.rubra","alnus.sp","S","none",""
"515","EG","2/3/2015",149,"Eastgate.149","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"516","EG","2/3/2015",150,"Eastgate.150","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"517","EG","2/3/2015",151,"Eastgate.151","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"518","EG","2/3/2015",152,"Eastgate.152","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"519","EG","2/3/2015",153,"Eastgate.153","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"520","EG","2/3/2015",154,"Eastgate.154","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"521","EG","2/3/2015",155,"Eastgate.155","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"522","EG","2/3/2015",156,"Eastgate.156","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"523","EG","2/3/2015",157,"Eastgate.157","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"524","EG","2/3/2015",158,"Eastgate.158","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"525","EG","2/3/2015",159,"Eastgate.159","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"526","EG","2/3/2015",160,"Eastgate.160","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"527","EG","2/3/2015",161,"Eastgate.161","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"528","EG","2/3/2015",162,"Eastgate.162","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"529","EG","2/3/2015",163,"Eastgate.163","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"530","EG","2/3/2015",164,"Eastgate.164","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"531","EG","2/3/2015",165,"Eastgate.165","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"532","EG","2/3/2015",166,"Eastgate.166","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"533","EG","2/3/2015",167,"Eastgate.167","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"534","EG","2/3/2015",168,"Eastgate.168","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"535","EG","2/3/2015",169,"Eastgate.169","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"536","EG","2/3/2015",170,"Eastgate.170","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"537","EG","2/3/2015",171,"Eastgate.171","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"538","EG","2/3/2015",172,"Eastgate.172","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","in bad shape"
"539","EG","2/3/2015",173,"Eastgate.173","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","in bad shape"
"540","EG","2/3/2015",174,"Eastgate.174","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","in bad shape"
"541","EG","2/3/2015",175,"Eastgate.175","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","in bad shape"
"542","EG","2/3/2015",176,"Eastgate.176","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"543","EG","2/3/2015",177,"Eastgate.177","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"544","EG","2/3/2015",178,"Eastgate.178","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"545","EG","2/3/2015",179,"Eastgate.179","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"546","EG","2/3/2015",180,"Eastgate.180","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"547","EG","2/3/2015",181,"Eastgate.181","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"548","EG","2/3/2015",182,"Eastgate.182","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"549","EG","2/3/2015",183,"Eastgate.183","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"550","EG","2/3/2015",184,"Eastgate.184","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"551","EG","2/3/2015",185,"Eastgate.185","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"552","EG","2/3/2015",186,"Eastgate.186","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"553","EG","2/3/2015",187,"Eastgate.187","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"554","EG","2/3/2015",188,"Eastgate.188","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"555","EG","2/3/2015",189,"Eastgate.189","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"556","EG","2/3/2015",190,"Eastgate.190","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"557","EG","2/3/2015",191,"Eastgate.191","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"558","EG","2/3/2015",192,"Eastgate.192","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"559","EG","2/3/2015",193,"Eastgate.193","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"560","EG","2/3/2015",194,"Eastgate.194","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"561","EG","2/3/2015",195,"Eastgate.195","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"562","EG","2/3/2015",196,"Eastgate.196","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"563","EG","2/3/2015",197,"Eastgate.197","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"564","EG","2/3/2015",198,"Eastgate.198","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"565","EG","2/3/2015",199,"Eastgate.199","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"566","EG","2/3/2015",200,"Eastgate.200","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"567","EG","2/3/2015",201,"Eastgate.201","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"568","EG","2/3/2015",202,"Eastgate.202","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"569","EG","2/3/2015",203,"Eastgate.203","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"570","EG","2/3/2015",204,"Eastgate.204","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"571","EG","2/3/2015",205,"Eastgate.205","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"572","EG","2/3/2015",206,"Eastgate.206","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"573","EG","2/3/2015",207,"Eastgate.207","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"574","EG","2/3/2015",208,"Eastgate.208","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"575","EG","2/3/2015",209,"Eastgate.209","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"576","EG","2/3/2015",210,"Eastgate.210","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"577","EG","2/3/2015",211,"Eastgate.211","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"578","EG","2/3/2015",212,"Eastgate.212","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","many",""
"579","EG","2/3/2015",213,"Eastgate.213","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"580","EG","2/3/2015",214,"Eastgate.214","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"581","EG","2/3/2015",215,"Eastgate.215","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"582","EG","2/3/2015",216,"Eastgate.216","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"583","EG","2/3/2015",217,"Eastgate.217","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"584","EG","2/3/2015",218,"Eastgate.218","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"585","EG","2/3/2015",219,"Eastgate.219","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"586","EG","2/3/2015",220,"Eastgate.220","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"587","EG","2/3/2015",221,"Eastgate.221","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"588","EG","2/3/2015",222,"Eastgate.222","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"589","EG","2/3/2015",223,"Eastgate.223","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"590","EG","2/3/2015",224,"Eastgate.224","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"591","EG","2/3/2015",225,"Eastgate.225","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"592","EG","2/3/2015",226,"Eastgate.226","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"593","EG","2/3/2015",227,"Eastgate.227","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"594","EG","2/3/2015",228,"Eastgate.228","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"595","EG","2/3/2015",229,"Eastgate.229","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"596","EG","2/3/2015",230,"Eastgate.230","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"597","EG","2/3/2015",231,"Eastgate.231","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"598","EG","2/3/2015",232,"Eastgate.232","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
