"","site","date","tree.number","tree.ID","tree.type","tree.species","tree.latin","genus","tree.size","sapsucker.holes","notes"
"1859","RW","1/28/2015",8,"Rockwood.8","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1860","RW","1/28/2015",9,"Rockwood.9","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1861","RW","1/28/2015",10,"Rockwood.10","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1862","RW","1/28/2015",12,"Rockwood.12","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1863","RW","1/28/2015",13,"Rockwood.13","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1864","RW","1/28/2015",14,"Rockwood.14","broadleaf","silver.birch","betula.pendula","betula.sp","S","few","maybe 4"
"1865","RW","1/28/2015",15,"Rockwood.15","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none",""
"1866","RW","1/28/2015",16,"Rockwood.16","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1867","RW","1/28/2015",17,"Rockwood.17","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1868","RW","1/28/2015",18,"Rockwood.18","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"1869","RW","1/28/2015",19,"Rockwood.19","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"1870","RW","1/28/2015",20,"Rockwood.20","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"1871","RW","1/28/2015",21,"Rockwood.21","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"1872","RW","1/28/2015",22,"Rockwood.22","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"1873","RW","1/28/2015",23,"Rockwood.23","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"1874","RW","1/28/2015",24,"Rockwood.24","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","changed L to M based on photo"
